'sample #','II','AVF','ABP','PAP'
4735,0,0,77,62
4736,0,0,77,61
4737,0,0,77,61
4738,0,0,76,61
4739,0,0,76,60
4740,0,1,76,60
4741,0,0,75,59
4742,0,0,75,59
4743,0,-1,74,59
4744,0,-2,74,58
4745,-1,-1,73,58
4746,-2,-2,73,57
4747,-2,-2,73,56
4748,-2,-3,72,55
4749,-2,-2,72,54
4750,-2,-3,71,54
4751,-2,-3,71,53
4752,0,-2,71,52
4753,0,-3,70,51
4754,0,-2,70,50
4755,0,-3,70,49
4756,0,-3,70,49
4757,0,-4,70,48
4758,-1,-4,69,48
4759,-1,-5,69,47
4760,-2,-5,69,47
4761,7,0,69,46
4762,18,7,68,46
4763,29,14,68,45
4764,30,15,68,45
4765,8,0,67,45
4766,0,-4,67,45
4767,-5,-7,67,45
4768,-2,-2,66,46
4769,-5,-7,66,46
4770,-5,-7,66,46
4771,-6,-8,66,46
4772,-5,-9,65,46
4773,-6,-9,65,46
4774,-6,-9,65,45
4775,-7,-9,64,45
4776,-6,-9,64,46
4777,-6,-9,64,47
4778,-5,-9,64,48
4779,-5,-9,64,49
4780,-5,-9,65,52
4781,-5,-9,67,54
4782,-5,-9,70,57
4783,-5,-9,74,61
4784,-5,-9,80,65
4785,-5,-10,88,68
4786,-5,-9,95,71
4787,-4,-10,103,72
4788,-3,-9,110,73
4789,-2,-9,116,75
4790,-2,-8,123,77
4791,-1,-8,128,79
4792,0,-8,132,81
4793,0,-8,135,82
4794,0,-7,137,83
4795,1,-7,138,84
4796,2,-5,138,84
4797,3,-5,137,85
4798,4,-4,135,86
4799,4,-4,133,86
4800,5,-3,129,86
4801,5,-3,126,85
4802,5,-2,122,85
4803,4,-3,118,85
4804,4,-3,114,84
4805,3,-4,110,83
4806,2,-5,107,82
4807,0,-5,103,81
4808,0,-6,100,80
4809,0,-7,97,78
4810,0,-7,94,77
4811,0,-7,92,75
4812,-1,-7,90,73
4813,0,-7,88,71
4814,-1,-7,87,70
4815,-1,-7,85,68
4816,-1,-7,85,67
4817,-1,-7,84,65
4818,-1,-7,84,64
4819,-1,-7,83,62
4820,-1,-6,83,61
4821,54,46,83,61
4822,-15,-20,84,61
4823,-1,-7,84,62
4824,0,-6,84,62
4825,0,-5,84,62
4826,0,-5,84,62
4827,0,-5,84,61
4828,0,-5,84,61
4829,-2,-7,84,60
4830,-3,-7,84,60
4831,-3,-7,83,59
4832,-3,-7,83,59
4833,-2,-7,83,58
4834,-2,-7,82,58
4835,-3,-7,82,58
4836,-2,-7,81,57
4837,-2,-7,81,57
4838,-2,-7,80,56
4839,-2,-6,80,56
4840,-3,-7,79,56
4841,-4,-7,79,55
4842,-4,-7,78,54
4843,-4,-7,78,53
4844,-3,-7,78,53
4845,-4,-7,77,52
4846,-3,-7,77,51
4847,-3,-7,76,50
4848,-3,-7,76,49
4849,-3,-7,75,48
4850,-2,-6,75,48
4851,-2,-6,75,47
4852,-2,-6,74,46
4853,-2,-5,74,46
4854,-2,-6,73,45
4855,9,1,73,45
4856,21,8,73,45
4857,29,14,72,45
4858,30,15,72,44
4859,5,-2,71,44
4860,-2,-5,71,45
4861,-5,-7,71,45
4862,-2,-2,70,45
4863,-4,-6,70,45
4864,-5,-7,69,45
4865,-5,-7,69,45
4866,-5,-7,68,45
4867,-5,-7,68,45
4868,-5,-8,68,45
4869,-5,-7,67,45
4870,-5,-8,67,45
4871,-5,-7,67,47
4872,-5,-8,67,48
4873,-5,-7,68,50
4874,-5,-8,69,53
4875,-5,-7,72,57
4876,-5,-8,76,61
4877,-5,-7,82,65
4878,-5,-8,89,68
4879,-4,-7,97,70
4880,-4,-7,106,71
4881,-5,-7,113,72
4882,-3,-7,121,74
4883,-2,-7,127,77
4884,-2,-6,133,79
4885,-1,-5,138,81
4886,0,-5,141,82
4887,0,-4,144,83
4888,0,-3,145,84
4889,1,-3,145,85
4890,2,-2,144,86
4891,3,-1,142,87
4892,4,-1,139,87
4893,4,0,136,86
4894,4,0,132,86
4895,4,0,128,86
4896,4,0,124,85
4897,4,0,120,85
4898,3,0,115,84
4899,2,0,111,83
4900,1,-1,108,82
4901,0,-2,104,80
4902,0,-2,101,79
4903,0,-2,98,78
4904,0,-2,96,76
4905,0,-3,93,74
4906,0,-2,91,73
4907,-1,-3,90,71
4908,-1,-2,88,69
4909,0,-3,87,67
4910,-1,-3,86,66
4911,-1,-3,85,64
4912,-1,-2,85,62
4913,-1,-2,85,61
4914,48,43,85,60
4915,-16,-17,85,60
4916,-2,-4,85,60
4917,-1,-3,85,60
4918,0,-2,85,61
4919,0,-1,85,61
4920,0,-2,85,60
4921,0,-1,85,60
4922,0,-1,85,60
4923,0,-2,85,59
4924,0,-2,85,59
4925,0,-2,84,58
4926,0,-2,84,58
4927,0,-2,83,57
4928,0,-2,83,57
4929,0,-2,82,57
4930,0,-2,82,56
4931,-1,-2,81,56
4932,0,-2,81,56
4933,-1,-2,80,55
4934,-2,-3,80,55
4935,-3,-4,79,54
4936,-2,-3,79,53
4937,-3,-4,78,53
4938,-2,-3,78,52
4939,-3,-4,77,51
4940,-2,-3,77,51
4941,-2,-4,77,50
4942,-2,-3,76,50
4943,-2,-3,76,49
4944,-2,-3,76,49
4945,-2,-3,75,49
4946,-2,-3,75,49
4947,-2,-4,75,49
4948,2,0,74,49
4949,12,5,74,49
4950,24,13,73,49
4951,30,18,73,49
4952,16,6,73,49
4953,2,0,72,49
4954,-4,-4,72,50
4955,-1,0,71,51
4956,-2,-2,71,51
4957,-4,-3,71,52
4958,-4,-5,70,52
4959,-5,-4,70,53
4960,-5,-5,69,53
4961,-5,-5,69,53
4962,-5,-5,69,53
4963,-5,-5,68,54
4964,-5,-5,68,54
4965,-5,-5,68,55
4966,-5,-5,68,57
4967,-5,-5,69,60
4968,-5,-5,70,63
4969,-5,-5,73,67
4970,-5,-5,78,71
4971,-5,-5,84,74
4972,-5,-5,92,75
4973,-5,-5,100,77
4974,-4,-5,108,79
4975,-4,-5,116,83
4976,-4,-5,123,86
4977,-3,-5,129,89
4978,-2,-4,135,90
4979,-1,-4,139,92
4980,-1,-3,142,94
4981,0,-2,144,96
4982,0,-2,145,97
4983,1,-2,145,98
4984,2,-1,144,99
4985,2,0,143,99
4986,3,0,140,100
4987,4,1,137,100
4988,4,1,133,100
4989,4,1,129,100
4990,4,2,125,99
4991,4,1,121,98
4992,3,1,117,98
4993,2,0,113,97
4994,1,0,109,96
4995,0,0,106,95
4996,0,-1,102,94
4997,0,-2,100,92
4998,0,-1,97,91
4999,0,-2,95,89
5000,0,-2,93,88
5001,-1,-2,91,86
5002,0,-2,90,84
5003,-1,-2,89,83
5004,0,-2,88,82
5005,-1,-2,88,80
5006,0,-2,88,78
5007,-1,-2,87,77
5008,28,25,87,75
5009,-11,-12,87,73
5010,-1,-2,88,72
5011,0,-2,88,72
5012,0,-1,88,72
5013,0,0,88,73
5014,0,0,88,74
5015,0,0,88,76
5016,0,0,88,78
5017,0,0,88,79
5018,0,-1,87,79
5019,0,-1,87,79
5020,0,-2,87,79
5021,0,-1,86,79
5022,0,-2,86,79
5023,0,-2,85,78
5024,0,-2,85,78
5025,0,-2,84,77
5026,0,-2,84,76
5027,-1,-2,83,76
5028,-2,-2,83,75
5029,-2,-3,82,74
5030,-2,-2,82,73
5031,-2,-3,81,72
5032,-2,-3,81,71
5033,-2,-3,80,71
5034,-2,-2,80,70
5035,-2,-3,79,69
5036,-2,-2,79,69
5037,-2,-3,79,68
5038,-2,-2,78,67
5039,-2,-3,78,67
5040,-2,-4,78,67
5041,-3,-5,77,66
5042,6,2,77,66
5043,17,11,76,66
5044,29,19,76,66
5045,32,24,76,66
5046,13,7,75,67
5047,1,1,75,67
5048,-5,-4,75,68
5049,-2,-1,74,68
5050,-2,-2,74,68
5051,-4,-4,74,68
5052,-5,-5,73,68
5053,-5,-5,73,69
5054,-5,-5,73,70
5055,-5,-5,72,71
5056,-5,-5,72,71
5057,-5,-5,72,71
5058,-5,-5,71,69
5059,-5,-5,72,68
5060,-5,-6,72,68
5061,-5,-5,73,69
5062,-5,-6,76,71
5063,-5,-6,81,73
5064,-5,-5,88,75
5065,-5,-6,96,77
5066,-5,-6,105,80
5067,-5,-5,113,83
5068,-5,-6,121,87
5069,-4,-5,129,89
5070,-5,-5,136,91
5071,-3,-5,142,93
5072,-2,-5,146,94
5073,-2,-4,150,96
5074,-1,-3,152,98
5075,0,-2,153,99
5076,0,-2,154,100
5077,1,-1,154,101
5078,2,0,153,101
5079,3,0,151,102
5080,4,1,148,102
5081,4,2,145,102
5082,4,2,142,102
5083,4,2,138,101
5084,5,3,134,100
5085,4,2,130,99
5086,3,2,126,98
5087,2,1,122,97
5088,1,0,118,96
5089,0,0,114,95
5090,0,0,111,93
5091,0,0,108,92
5092,0,0,105,90
5093,0,-1,103,89
5094,0,0,101,88
5095,0,-1,99,87
5096,0,0,97,85
5097,0,-1,96,84
5098,0,0,95,82
5099,0,-1,94,80
5100,0,-1,94,78
5101,-1,-1,94,76
5102,15,15,93,75
5103,-8,-8,93,74
5104,0,-1,93,75
5105,0,0,93,77
5106,0,0,93,80
5107,0,0,93,82
5108,0,1,93,83
5109,1,0,93,83
5110,0,1,93,83
5111,0,0,92,82
5112,0,0,92,82
5113,0,0,92,83
5114,0,0,91,83
5115,0,0,91,82
5116,0,-1,90,82
5117,0,-1,89,81
5118,0,-1,89,81
5119,0,-1,88,80
5120,0,-1,88,79
5121,-2,-2,87,79
5122,-2,-2,87,79
5123,-2,-2,86,78
5124,-2,-2,85,77
5125,-2,-2,85,76
5126,-2,-2,84,76
5127,-2,-2,84,75
5128,-2,-2,83,74
5129,-2,-2,83,73
5130,-2,-2,82,72
5131,-2,-2,82,72
5132,-2,-2,81,71
5133,-2,-2,81,71
5134,-3,-4,81,70
5135,0,0,80,70
5136,10,6,80,69
5137,22,16,79,69
5138,32,25,79,69
5139,33,26,79,69
5140,7,4,78,70
5141,-2,-1,78,70
5142,-5,-3,78,70
5143,-2,0,77,70
5144,-4,-3,77,70
5145,-5,-5,76,70
5146,-5,-5,76,71
5147,-5,-5,75,71
5148,-5,-5,75,71
5149,-6,-5,74,70
5150,-5,-5,74,69
5151,-6,-5,73,68
5152,-5,-5,73,68
5153,-6,-5,73,67
5154,-5,-5,73,67
5155,-5,-5,74,67
5156,-5,-5,77,68
5157,-6,-6,81,69
5158,-5,-5,87,70
5159,-5,-5,95,72
5160,-5,-5,103,75
5161,-5,-6,111,77
5162,-5,-5,119,79
5163,-5,-5,126,80
5164,-4,-5,133,81
5165,-4,-5,139,82
5166,-2,-4,143,84
5167,-2,-3,147,85
5168,-1,-2,149,87
5169,0,-2,150,87
5170,0,-1,150,88
5171,1,0,149,88
5172,2,0,147,88
5173,3,2,144,88
5174,4,2,141,88
5175,4,3,137,87
5176,4,3,133,86
5177,4,4,129,85
5178,4,3,125,84
5179,4,3,121,83
5180,2,2,117,82
5181,2,2,113,80
5182,1,1,109,79
5183,0,1,106,77
5184,0,0,103,75
5185,0,0,100,74
5186,0,0,98,72
5187,0,0,96,71
5188,0,0,94,69
5189,0,0,92,67
5190,0,0,91,65
5191,0,0,90,63
5192,0,0,89,60
5193,-1,0,89,59
5194,0,0,88,58
5195,19,21,88,59
5196,-11,-9,88,61
5197,-2,-2,88,62
5198,-1,0,88,63
5199,0,0,88,64
5200,0,1,88,64
5201,0,0,88,64
5202,0,1,88,64
5203,0,1,88,63
5204,0,0,88,63
5205,0,0,88,62
5206,0,0,88,61
5207,0,0,87,61
5208,0,0,87,60
5209,0,0,86,60
5210,0,0,86,60
5211,-1,0,85,59
5212,0,-1,85,58
5213,-1,0,84,58
5214,0,-1,84,57
5215,-2,-1,83,56
5216,-2,-2,82,55
5217,-2,-1,82,54
5218,-2,-2,81,54
5219,-2,-1,81,53
5220,-2,-2,80,52
5221,-2,-1,80,51
5222,-2,-2,79,51
5223,-2,-1,79,50
5224,-2,-1,78,49
5225,-2,-1,78,49
5226,-2,-1,77,48
5227,-1,-1,77,47
5228,-2,-2,76,47
5229,3,2,76,46
5230,13,8,76,45
5231,25,18,75,45
5232,31,23,75,44
5233,17,12,75,44
5234,3,2,74,44
5235,-3,-1,74,44
5236,0,2,73,44
5237,-2,0,73,45
5238,-3,-2,73,46
5239,-4,-2,72,46
5240,-5,-3,72,46
5241,-5,-3,71,47
5242,-5,-4,71,47
5243,-5,-3,70,47
5244,-5,-4,70,47
5245,-5,-4,70,47
5246,-5,-3,70,47
5247,-5,-4,70,48
5248,-5,-3,70,49
5249,-5,-4,70,51
5250,-5,-3,72,54
5251,-5,-4,75,57
5252,-5,-3,79,60
5253,-5,-3,85,64
5254,-4,-3,92,67
5255,-4,-3,99,70
5256,-3,-2,107,71
5257,-3,-2,113,72
5258,-2,-2,120,72
5259,-2,-2,125,74
5260,-1,-1,129,76
5261,0,-1,133,77
5262,0,0,134,78
5263,1,0,134,79
5264,2,1,133,79
5265,3,2,131,79
5266,4,2,129,79
5267,4,3,126,79
5268,5,4,122,79
5269,5,4,119,78
5270,5,4,115,78
5271,5,4,111,77
5272,4,4,107,76
5273,4,4,103,75
5274,2,3,100,74
5275,2,2,97,73
5276,1,2,94,72
5277,0,1,92,70
5278,0,2,89,69
5279,0,1,87,67
5280,0,0,86,66
5281,0,0,84,64
5282,-1,0,83,62
5283,0,0,82,60
5284,-1,0,81,59
5285,-1,0,80,57
5286,-1,0,80,56
5287,-2,0,80,55
5288,-1,0,80,55
5289,39,42,80,55
5290,-14,-11,80,55
5291,-2,0,80,55
5292,-1,0,81,55
5293,0,2,81,55
5294,0,2,81,55
5295,0,2,81,55
5296,0,2,81,54
5297,0,2,81,53
5298,0,2,81,53
5299,0,2,81,52
5300,0,2,80,52
5301,0,2,80,52
5302,0,2,80,51
5303,0,2,79,51
5304,0,2,79,50
5305,-1,1,79,50
5306,0,2,78,50
5307,0,1,78,49
5308,-1,2,77,49
5309,-2,1,77,48
5310,-2,1,76,48
5311,-2,1,76,47
5312,-2,0,76,46
5313,-2,0,75,45
5314,-2,1,75,45
5315,-2,1,74,44
5316,-2,1,74,43
5317,-2,1,74,43
5318,-1,1,73,42
5319,-2,0,73,42
5320,-1,1,73,41
5321,-1,2,72,41
5322,-2,0,72,40
5323,6,6,72,40
5324,15,12,71,39
5325,27,19,71,39
5326,30,23,70,39
5327,12,8,70,39
5328,2,5,70,39
5329,-2,2,69,39
5330,0,5,69,40
5331,-2,1,69,40
5332,-4,0,68,40
5333,-4,0,68,40
5334,-5,-1,68,40
5335,-5,-1,67,40
5336,-5,-1,67,41
5337,-5,-1,67,41
5338,-5,-1,66,42
5339,-5,-1,66,43
5340,-5,-2,66,44
5341,-5,-1,66,46
5342,-5,-1,67,48
5343,-5,-2,67,51
5344,-5,-1,69,55
5345,-5,-2,71,58
5346,-5,-2,76,62
5347,-5,-1,81,66
5348,-5,-2,88,69
5349,-5,-2,95,72
5350,-4,-1,102,73
5351,-4,-1,109,74
5352,-2,0,115,75
5353,-2,0,120,77
5354,-1,0,124,79
5355,-1,0,127,81
5356,0,1,129,82
5357,0,1,129,83
5358,1,2,128,83
5359,2,2,127,83
5360,3,4,124,84
5361,4,4,121,84
5362,4,4,118,83
5363,4,4,115,83
5364,4,5,111,82
5365,4,4,107,82
5366,3,4,104,81
5367,2,4,100,80
5368,1,3,97,79
5369,0,2,94,78
5370,0,2,91,77
5371,0,2,89,76
5372,0,2,87,75
5373,0,1,85,73
5374,-1,1,83,71
5375,0,2,81,70
5376,-1,1,80,68
5377,0,2,79,66
5378,-1,1,79,65
5379,0,1,78,63
5380,-1,1,78,61
5381,0,1,78,60
5382,0,1,78,58
5383,54,54,78,57
5384,-14,-11,78,57
5385,-1,0,79,57
5386,0,1,79,58
5387,0,2,79,58
5388,0,2,79,58
5389,0,2,79,58
5390,0,3,79,57
5391,0,2,79,57
5392,0,2,79,56
5393,0,2,79,56
5394,0,2,79,55
5395,0,2,78,55
5396,0,1,78,54
5397,0,1,78,54
5398,0,1,77,54
5399,0,1,77,53
5400,0,2,76,53
5401,1,2,76,53
5402,0,1,76,52
5403,0,2,75,52
5404,0,1,75,51
5405,0,1,75,50
5406,0,1,74,49
5407,0,0,74,48
5408,0,1,73,48
5409,-2,0,73,47
5410,-2,0,73,46
5411,-2,0,73,45
5412,-2,0,72,45
5413,-2,0,72,44
5414,-2,0,72,44
5415,-2,0,71,43
5416,-2,0,71,43
5417,6,6,71,42
5418,17,12,70,42
5419,28,19,70,42
5420,30,21,69,42
5421,7,4,69,42
5422,-2,2,69,42
5423,-5,-1,69,42
5424,-3,2,68,42
5425,-6,-1,68,43
5426,-7,-2,67,43
5427,-7,-2,67,43
5428,-7,-3,67,42
5429,-7,-3,67,42
5430,-7,-3,66,42
5431,-7,-2,66,43
5432,-6,-3,66,44
5433,-7,-2,65,45
5434,-7,-3,66,46
5435,-6,-2,66,48
5436,-6,-3,66,51
5437,-7,-3,68,54
5438,-7,-4,70,58
5439,-7,-3,75,62
5440,-7,-3,81,66
5441,-7,-4,88,69
5442,-6,-3,96,72
5443,-6,-2,103,73
5444,-5,-3,110,74
5445,-5,-2,117,76
5446,-5,-2,123,78
5447,-5,-2,128,80
5448,-3,-1,132,82
5449,-3,-2,135,83
5450,-2,0,137,84
5451,0,0,137,85
5452,0,1,136,85
5453,0,1,135,86
5454,2,2,132,86
5455,2,2,129,86
5456,2,3,125,86
5457,2,3,121,85
5458,2,3,117,85
5459,2,3,114,85
5460,1,2,110,84
5461,0,2,106,83
5462,0,2,102,82
5463,-1,1,99,81
5464,-2,0,96,80
5465,-2,0,93,79
5466,-2,0,91,77
5467,-2,0,89,76
5468,-3,0,87,74
5469,-2,0,86,72
5470,-3,0,84,71
5471,-2,0,83,69
5472,-3,0,82,67
5473,-3,0,82,65
5474,-3,0,81,64
5475,-3,0,81,62
5476,-3,0,81,61
5477,59,58,81,60
5478,-16,-13,82,60
5479,-3,0,82,60
5480,-2,0,82,61
5481,-2,0,82,61
5482,-2,1,82,62
5483,-2,0,83,61
5484,-1,1,82,61
5485,-2,0,82,60
5486,-1,0,82,60
5487,-2,0,82,60
5488,-2,0,82,59
5489,-2,0,81,59
5490,-2,0,81,58
5491,-3,0,81,58
5492,-2,0,80,57
5493,-3,-1,80,57
5494,-3,-1,79,56
5495,-4,0,79,56
5496,-5,-2,78,55
5497,-5,-1,78,54
5498,-5,-2,77,54
5499,-5,-2,77,53
5500,-5,-2,77,52
5501,-5,-2,76,51
5502,-5,-2,76,50
5503,-5,-2,75,49
5504,-5,-1,75,49
5505,-4,-1,75,48
5506,-4,-1,74,47
5507,-4,-1,74,47
5508,-4,-1,73,46
5509,-3,0,73,46
5510,-4,-2,73,45
5511,8,6,72,45
5512,20,13,72,44
5513,28,19,72,44
5514,28,13,71,44
5515,3,2,71,44
5516,-4,0,71,44
5517,-5,-1,70,44
5518,-2,2,70,45
5519,-5,-1,69,45
5520,-6,-2,69,45
5521,-6,-3,69,44
5522,-7,-2,68,44
5523,-6,-3,68,44
5524,-7,-3,67,44
5525,-7,-3,67,45
5526,-7,-4,67,45
5527,-7,-3,67,47
5528,-7,-4,67,48
5529,-7,-4,67,50
5530,-7,-4,68,53
5531,-7,-3,70,56
5532,-7,-4,74,59
5533,-6,-4,80,63
5534,-6,-3,87,67
5535,-5,-4,95,70
5536,-5,-3,103,72
5537,-5,-2,111,73
5538,-5,-2,118,74
5539,-4,-2,125,76
5540,-3,-2,131,78
5541,-2,-1,136,81
5542,-2,0,140,82
5543,0,0,142,83
5544,0,0,144,84
5545,0,0,144,84
5546,2,2,143,85
5547,2,2,142,86
5548,4,3,139,86
5549,4,3,136,86
5550,4,4,132,85
5551,4,4,128,85
5552,4,4,124,85
5553,4,4,120,84
5554,3,3,116,83
5555,2,3,112,82
5556,2,2,108,81
5557,0,2,105,80
5558,0,1,101,79
5559,0,1,99,78
5560,0,1,96,76
5561,0,0,94,75
5562,0,0,92,73
5563,-1,0,90,71
5564,-1,0,88,70
5565,0,0,87,68
5566,-1,0,87,67
5567,-2,0,86,65
5568,-1,0,86,64
5569,-1,0,86,62
5570,61,58,86,61
5571,-16,-13,86,60
5572,-4,-2,86,60
5573,-2,0,86,60
5574,-1,0,86,61
5575,0,1,86,61
5576,0,1,86,60
5577,0,1,86,60
5578,0,1,86,59
5579,0,1,86,59
5580,0,0,85,59
5581,0,0,85,58
5582,-1,0,85,58
5583,-1,0,84,57
5584,-2,0,84,57
5585,-2,0,83,56
5586,-1,0,82,56
5587,-2,0,82,56
5588,-1,0,81,56
5589,-2,0,81,55
5590,-2,-1,80,55
5591,-3,-1,80,54
5592,-3,0,79,53
5593,-3,-1,79,52
5594,-3,-1,78,52
5595,-3,-1,78,51
5596,-2,-1,78,50
5597,-3,-1,77,49
5598,-2,0,77,48
5599,-2,0,76,47
5600,-2,0,76,47
5601,-2,0,76,46
5602,-2,0,75,45
5603,-2,0,75,45
5604,4,3,74,44
5605,12,8,74,44
5606,24,15,74,44
5607,30,20,73,44
5608,17,9,73,44
5609,2,2,73,44
5610,-3,-1,72,44
5611,-1,2,72,44
5612,0,0,71,45
5613,-3,-1,71,45
5614,-4,-2,70,45
5615,-5,-2,70,44
5616,-5,-2,70,44
5617,-5,-2,69,44
5618,-5,-2,69,44
5619,-5,-2,69,44
5620,-5,-2,68,45
5621,-5,-2,68,47
5622,-5,-2,68,48
5623,-4,-2,69,50
5624,-5,-2,70,53
5625,-4,-2,73,56
5626,-5,-2,78,60
5627,-4,-2,84,65
5628,-4,-2,92,68
5629,-3,-2,100,71
5630,-3,-2,108,72
5631,-2,-2,116,73
5632,-3,-2,123,75
5633,-2,-1,130,77
5634,-1,-1,136,79
5635,0,0,140,81
5636,0,0,143,82
5637,0,0,146,83
5638,0,0,147,84
5639,2,1,147,84
5640,2,2,146,85
5641,3,2,144,86
5642,4,3,141,86
5643,4,3,138,85
5644,4,4,134,85
5645,4,4,130,85
5646,4,4,125,84
5647,3,3,121,84
5648,2,2,117,83
5649,1,2,113,82
5650,0,2,109,81
5651,0,1,106,79
5652,0,1,102,78
5653,-1,0,100,77
5654,-1,0,97,75
5655,-2,0,95,73
5656,-1,0,93,72
5657,-2,0,91,70
5658,-2,0,89,69
5659,-2,0,88,67
5660,-2,0,87,66
5661,-2,0,87,64
5662,-1,0,87,62
5663,-2,0,87,61
5664,61,56,87,60
5665,-16,-13,87,60
5666,-2,0,87,60
5667,-1,0,87,60
5668,0,1,87,60
5669,0,1,87,60
5670,0,2,87,60
5671,0,2,87,60
5672,0,2,87,59
5673,0,1,87,59
5674,0,1,86,58
5675,0,1,86,58
5676,0,1,85,58
5677,0,1,85,57
5678,0,0,84,57
5679,0,1,84,56
5680,0,0,83,56
5681,0,0,83,56
5682,0,0,82,56
5683,-1,0,81,55
5684,-2,0,81,55
5685,-2,-1,80,54
5686,-2,0,80,53
5687,-2,-1,79,53
5688,-2,0,79,52
5689,-2,-1,79,51
5690,-2,0,78,51
5691,-2,0,78,50
5692,-2,0,77,50
5693,-2,-1,77,49
5694,-2,0,77,49
5695,-2,-1,76,49
5696,-2,0,76,49
5697,-2,-1,75,48
5698,4,4,75,48
5699,15,9,75,48
5700,26,17,74,48
5701,30,20,74,48
5702,11,6,74,49
5703,1,2,73,49
5704,-4,-1,73,50
5705,-1,2,72,51
5706,-2,0,72,51
5707,-4,-1,72,52
5708,-4,-2,71,52
5709,-5,-2,71,52
5710,-5,-2,71,53
5711,-5,-2,70,53
5712,-5,-3,70,53
5713,-5,-2,70,54
5714,-5,-3,69,54
5715,-5,-3,69,56
5716,-6,-4,70,58
5717,-7,-4,71,61
5718,-7,-5,73,65
5719,-7,-4,76,69
5720,-7,-5,82,73
5721,-7,-5,88,75
5722,-7,-5,96,77
5723,-7,-5,105,78
5724,-7,-5,113,81
5725,-7,-5,121,84
5726,-7,-4,128,88
5727,-5,-4,134,90
5728,-4,-2,140,92
5729,-2,-2,144,93
5730,-1,-1,147,95
5731,0,0,149,97
5732,0,0,149,98
5733,1,0,149,99
5734,2,1,148,100
5735,4,2,146,100
5736,4,3,143,100
5737,6,4,139,100
5738,6,4,135,100
5739,6,5,131,100
5740,6,4,127,100
5741,5,4,123,99
5742,4,4,119,98
5743,2,2,115,97
5744,0,1,111,96
5745,-1,0,108,95
5746,-2,0,105,94
5747,-3,-1,102,92
5748,-3,-1,99,91
5749,-3,-1,97,89
5750,-3,-1,95,87
5751,-3,-1,94,86
5752,-2,0,92,84
5753,-2,-1,91,83
5754,-2,0,91,81
5755,-2,0,91,80
5756,-1,0,90,78
5757,-1,0,90,77
5758,38,36,90,75
5759,-11,-9,90,73
5760,0,0,91,72
5761,0,1,91,72
5762,1,2,91,72
5763,2,2,91,72
5764,1,2,91,74
5765,2,2,91,76
5766,2,2,90,77
5767,1,2,90,79
5768,1,2,90,79
5769,1,1,89,79
5770,0,2,89,79
5771,1,1,88,79
5772,0,1,88,79
5773,1,1,87,79
5774,0,1,87,78
5775,1,1,86,77
5776,1,1,85,76
5777,0,0,85,75
5778,0,0,84,75
5779,0,0,84,74
5780,0,0,83,73
5781,0,0,83,72
5782,0,0,82,71
5783,0,0,82,70
5784,0,0,81,69
5785,0,0,81,69
5786,0,0,81,69
5787,0,0,80,68
5788,0,0,80,68
5789,0,0,79,67
5790,-1,-1,79,66
5791,-2,-2,79,65
5792,10,7,78,66
5793,21,15,78,66
5794,32,24,77,66
5795,33,26,77,66
5796,7,6,77,66
5797,-3,0,77,66
5798,-7,-3,76,67
5799,-5,0,76,67
5800,-7,-3,76,67
5801,-8,-5,75,68
5802,-8,-5,75,68
5803,-8,-5,74,69
5804,-7,-5,74,70
5805,-7,-5,74,71
5806,-7,-5,73,71
5807,-6,-5,73,70
5808,-6,-4,73,69
5809,-5,-4,73,68
5810,-5,-4,74,68
5811,-5,-4,76,70
5812,-5,-4,79,71
5813,-5,-4,85,74
5814,-5,-4,92,76
5815,-5,-4,101,78
5816,-5,-4,109,81
5817,-5,-4,118,84
5818,-5,-4,126,87
5819,-4,-4,134,90
5820,-5,-3,141,92
5821,-3,-3,147,93
5822,-4,-2,151,95
5823,-2,-2,155,97
5824,-1,-2,157,98
5825,0,-1,158,100
5826,0,0,159,101
5827,1,0,159,101
5828,2,2,157,101
5829,4,2,155,101
5830,4,3,153,102
5831,4,4,150,102
5832,4,4,146,101
5833,5,4,142,101
5834,4,4,137,100
5835,4,4,133,99
5836,3,3,129,98
5837,2,2,125,97
5838,2,2,121,95
5839,1,2,117,94
5840,0,1,114,92
5841,0,1,111,91
5842,0,1,108,90
5843,0,1,106,88
5844,0,0,104,87
5845,0,0,101,86
5846,0,1,100,84
5847,0,0,98,83
5848,0,0,98,81
5849,0,0,97,79
5850,0,0,97,77
5851,3,4,97,75
5852,24,23,96,74
5853,-7,-6,96,74
5854,0,1,96,75
5855,1,2,96,78
5856,2,2,96,81
5857,2,2,96,83
5858,2,2,96,83
5859,2,2,95,83
5860,1,2,95,82
5861,1,2,95,83
5862,1,1,94,83
5863,0,2,94,83
5864,0,1,93,82
5865,0,0,93,82
5866,0,0,92,81
5867,0,0,92,81
5868,0,0,91,80
5869,0,0,90,80
5870,0,0,90,79
5871,0,0,89,78
5872,-1,0,88,78
5873,0,0,88,77
5874,-1,0,87,76
5875,0,0,87,76
5876,0,0,86,75
5877,0,0,85,74
5878,0,0,85,73
5879,0,0,85,73
5880,0,0,84,72
5881,0,0,84,71
5882,-2,-1,84,71
5883,-4,-2,83,70
5884,-5,-4,83,70
5885,0,0,82,69
5886,10,8,82,69
5887,21,17,81,69
5888,30,24,80,69
5889,17,14,80,69
5890,1,2,79,69
5891,-8,-4,79,70
5892,-9,-2,79,70
5893,-6,-2,79,70
5894,-7,-4,79,70
5895,-7,-5,78,70
